Orden;Tipo Contenedor;Modelo;Lote;Distrito;Barrio;Carga;Coordenda X;Coordenada Y;Latitud;Longitud;Código Situado;Dirección
33523;PMB;E 800 CT;1;LATINA;LUCERO;Carga Trasera;-3,746;40,401;0,000364391799;-7,488777483163;CT_103_082;CALLE GREGORIO VACAS, 12
33524;Orgánica;O 800 CT;1;LATINA;LUCERO;Carga Trasera;-3,746;40,401;0,000364391799;-7,488777483163;CT_103_082;CALLE GREGORIO VACAS, 12
33525;Orgánica;O 800 CT;1;LATINA;LUCERO;Carga Trasera;-3,746;40,401;0,000364391799;-7,488777483163;CT_103_082;CALLE GREGORIO VACAS, 12
33526;Papel-Cartón;PC 3100 CS;3;CARABANCHEL;VISTA ALEGRE;Carga Superior;436609,096;4470148,544;40,379513745047;-3,746779942387;CS_114_026;CALLE EUGENIA DE MONTIJO, 72
33527;Vidrio;V 3100 CS;3;CARABANCHEL;VISTA ALEGRE;Carga Superior;436609,096;4470148,544;40,379513745047;-3,746779942387;CS_114_026;CALLE EUGENIA DE MONTIJO, 72
33528;Resto;R 800 CT;1;LATINA;LUCERO;Carga Trasera;436910,21;4473242,172;40,407405323757;-3,743539416560;CT_103_030;CALLE HILARIO SANGRADOR, 14
33529;Resto;R 800 CT;1;LATINA;LUCERO;Carga Trasera;436910,21;4473242,172;40,407405323757;-3,743539416560;CT_103_030;CALLE HILARIO SANGRADOR, 14
33530;PMB;E 800 CT;1;LATINA;LUCERO;Carga Trasera;436910,21;4473242,172;40,407405323757;-3,743539416560;CT_103_030;CALLE HILARIO SANGRADOR, 14
33531;Orgánica;O 800 CT;1;LATINA;LUCERO;Carga Trasera;436910,21;4473242,172;40,407405323757;-3,743539416560;CT_103_030;CALLE HILARIO SANGRADOR, 14
33532;Resto;R 2750 CL;3;CARABANCHEL;VISTA ALEGRE;Carga Lateral;436472,68;4470756,247;40,384977810142;-3,748447456003;CL_114_031;CALLE NUESTRA SEÑORA DE LA LUZ, 43
33533;PMB;E 2750 CL;3;CARABANCHEL;VISTA ALEGRE;Carga Lateral;436472,68;4470756,247;40,384977810142;-3,748447456003;CL_114_031;CALLE NUESTRA SEÑORA DE LA LUZ, 43
33534;Orgánica;O 2750 CL;3;CARABANCHEL;VISTA ALEGRE;Carga Lateral;436472,68;4470756,247;40,384977810142;-3,748447456003;CL_114_031;CALLE NUESTRA SEÑORA DE LA LUZ, 43
33535;Resto;R 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437231,827;4472970;40,404977796280;-3,739722483537;CT_102_226;PASEO PERALES, 29
33536;Resto;R 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437231,827;4472970;40,404977796280;-3,739722483537;CT_102_226;PASEO PERALES, 29
33537;Resto;R 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437231,827;4472970;40,404977796280;-3,739722483537;CT_102_226;PASEO PERALES, 29
33538;PMB;E 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437231,827;4472970;40,404977796280;-3,739722483537;CT_102_226;PASEO PERALES, 29
33539;PMB;E 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437231,827;4472970;40,404977796280;-3,739722483537;CT_102_226;PASEO PERALES, 29
33540;Orgánica;O 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437231,827;4472970;40,404977796280;-3,739722483537;CT_102_226;PASEO PERALES, 29
33541;Resto;R 800 CT;1;LATINA;LUCERO;Carga Trasera;436426,755;4472682,038;40,402322634928;-3,749180726066;CT_103_051;CALLE CASTROSERNA, 17
33542;Resto;R 800 CT;1;LATINA;LUCERO;Carga Trasera;436426,755;4472682,038;40,402322634928;-3,749180726066;CT_103_051;CALLE CASTROSERNA, 17
33543;PMB;E 800 CT;1;LATINA;LUCERO;Carga Trasera;436426,755;4472682,038;40,402322634928;-3,749180726066;CT_103_051;CALLE CASTROSERNA, 17
33544;PMB;E 800 CT;1;LATINA;LUCERO;Carga Trasera;436426,755;4472682,038;40,402322634928;-3,749180726066;CT_103_051;CALLE CASTROSERNA, 17
33545;Orgánica;O 800 CT;1;LATINA;LUCERO;Carga Trasera;436426,755;4472682,038;40,402322634928;-3,749180726066;CT_103_051;CALLE CASTROSERNA, 17
33546;Papel-Cartón;PC 3100 CS;3;CARABANCHEL;BUENAVISTA;Carga Superior;436741,697;4468445,478;40,364181821537;-3,745048967382;CS_116_147;CALLE TRENTIN, 6
33547;Vidrio;V 3100 CS;3;CARABANCHEL;BUENAVISTA;Carga Superior;436741,697;4468445,478;40,364181821537;-3,745048967382;CS_116_147;CALLE TRENTIN, 6
33548;Resto;R 2750 CL;1;LATINA;ALUCHE;Carga Lateral;436908,981;4471726,063;40,393747487966;-3,743403645083;CL_104_018;CALLE ARRAYANES, 42
33549;Resto;R 2750 CL;1;LATINA;ALUCHE;Carga Lateral;436908,981;4471726,063;40,393747487966;-3,743403645083;CL_104_018;CALLE ARRAYANES, 42
33550;PMB;E 2750 CL;1;LATINA;ALUCHE;Carga Lateral;436908,981;4471726,063;40,393747487966;-3,743403645083;CL_104_018;CALLE ARRAYANES, 42
33551;PMB;E 2750 CL;1;LATINA;ALUCHE;Carga Lateral;436908,981;4471726,063;40,393747487966;-3,743403645083;CL_104_018;CALLE ARRAYANES, 42
33552;Orgánica;O 2750 CL;1;LATINA;ALUCHE;Carga Lateral;436908,981;4471726,063;40,393747487966;-3,743403645083;CL_104_018;CALLE ARRAYANES, 42
33553;Resto;R 2750 CL;3;CARABANCHEL;PUERTA BONITA;Carga Lateral;437260,56;4469678,745;40,375330881108;-3,739059697735;CL_115_109;CALLE BELZUNEGUI, 46
33554;PMB;E 2750 CL;3;CARABANCHEL;PUERTA BONITA;Carga Lateral;437260,56;4469678,745;40,375330881108;-3,739059697735;CL_115_109;CALLE BELZUNEGUI, 46
33555;Orgánica;O 2750 CL;3;CARABANCHEL;PUERTA BONITA;Carga Lateral;437260,56;4469678,745;40,375330881108;-3,739059697735;CL_115_109;CALLE BELZUNEGUI, 46
33556;Resto;R 2750 CL;3;CARABANCHEL;VISTA ALEGRE;Carga Lateral;437116,147;4470856,558;40,385930271698;-3,740876951296;CL_114_151;PASEO MARCELINO CAMACHO, 16
33557;PMB;E 2750 CL;3;CARABANCHEL;VISTA ALEGRE;Carga Lateral;437116,147;4470856,558;40,385930271698;-3,740876951296;CL_114_151;PASEO MARCELINO CAMACHO, 16
33558;Orgánica;O 2750 CL;3;CARABANCHEL;VISTA ALEGRE;Carga Lateral;437116,147;4470856,558;40,385930271698;-3,740876951296;CL_114_151;PASEO MARCELINO CAMACHO, 16
33559;Resto;R 800 CT;1;LATINA;LUCERO;Carga Trasera;436870,065;4472923,784;40,404534111488;-3,743980922304;CT_103_012;CALLE SEPULVEDA, 164
33560;Resto;R 800 CT;1;LATINA;LUCERO;Carga Trasera;436870,065;4472923,784;40,404534111488;-3,743980922304;CT_103_012;CALLE SEPULVEDA, 164
33561;PMB;E 800 CT;1;LATINA;LUCERO;Carga Trasera;436870,065;4472923,784;40,404534111488;-3,743980922304;CT_103_012;CALLE SEPULVEDA, 164
33562;Orgánica;O 800 CT;1;LATINA;LUCERO;Carga Trasera;436870,065;4472923,784;40,404534111488;-3,743980922304;CT_103_012;CALLE SEPULVEDA, 164
33563;Resto;R 800 CT;3;CARABANCHEL;BUENAVISTA;Carga Trasera;436596,653;4469220,512;40,371152668678;-3,746834204558;CT_116_008;CALLE AGUACATE, 19
33564;Resto;R 800 CT;3;CARABANCHEL;BUENAVISTA;Carga Trasera;436596,653;4469220,512;40,371152668678;-3,746834204558;CT_116_008;CALLE AGUACATE, 19
33565;Resto;R 800 CT;3;CARABANCHEL;BUENAVISTA;Carga Trasera;436596,653;4469220,512;40,371152668678;-3,746834204558;CT_116_008;CALLE AGUACATE, 19
33566;PMB;E 800 CT;3;CARABANCHEL;BUENAVISTA;Carga Trasera;436596,653;4469220,512;40,371152668678;-3,746834204558;CT_116_008;CALLE AGUACATE, 19
33567;PMB;E 800 CT;3;CARABANCHEL;BUENAVISTA;Carga Trasera;436596,653;4469220,512;40,371152668678;-3,746834204558;CT_116_008;CALLE AGUACATE, 19
33568;Orgánica;O 800 CT;3;CARABANCHEL;BUENAVISTA;Carga Trasera;436596,653;4469220,512;40,371152668678;-3,746834204558;CT_116_008;CALLE AGUACATE, 19
33569;Resto;R 2750 CL;1;LATINA;LOS CARMENES;Carga Lateral;436984,72;4471795,465;40,394378424680;-3,742518148556;CL_101_025;AVENIDA NUESTRA SEÑORA DE VALVANERA, 316
33570;PMB;E 2750 CL;1;LATINA;LOS CARMENES;Carga Lateral;436984,72;4471795,465;40,394378424680;-3,742518148556;CL_101_025;AVENIDA NUESTRA SEÑORA DE VALVANERA, 316
33571;Orgánica;O 2750 CL;1;LATINA;LOS CARMENES;Carga Lateral;436984,72;4471795,465;40,394378424680;-3,742518148556;CL_101_025;AVENIDA NUESTRA SEÑORA DE VALVANERA, 316
33572;Papel-Cartón;PC 3100 CS;1;LATINA;PUERTA DEL ANGEL;Carga Superior;437651,487;4473679,092;40,411397129798;-3,734846654693;CS_102_063;PASEO EXTREMADURA, 122
33573;Vidrio;V 3100 CS;1;LATINA;PUERTA DEL ANGEL;Carga Superior;437651,487;4473679,092;40,411397129798;-3,734846654693;CS_102_063;PASEO EXTREMADURA, 122
33574;Papel-Cartón;PC 3100 CS;3;CARABANCHEL;BUENAVISTA;Carga Superior;436600,398;4468975,37;40,368944602039;-3,746765718979;CS_116_089;CALLE SECOYA, 24
33575;Papel-Cartón;PC 3100 CS;3;CARABANCHEL;BUENAVISTA;Carga Superior;437126,249;4469021,804;40,369402728110;-3,740576942229;CS_116_065;AVENIDA EURO, 18
33576;Vidrio;V 3100 CS;3;CARABANCHEL;BUENAVISTA;Carga Superior;437126,249;4469021,804;40,369402728110;-3,740576942229;CS_116_065;AVENIDA EURO, 18
33577;Resto;R 800 CT;3;CARABANCHEL;VISTA ALEGRE;Carga Trasera;436896,948;4471048,356;40,387641498464;-3,743478275033;CT_114_047;CALLE DOCTOR URQUIOLA, 21
33578;Resto;R 800 CT;3;CARABANCHEL;VISTA ALEGRE;Carga Trasera;436896,948;4471048,356;40,387641498464;-3,743478275033;CT_114_047;CALLE DOCTOR URQUIOLA, 21
33579;PMB;E 800 CT;3;CARABANCHEL;VISTA ALEGRE;Carga Trasera;436896,948;4471048,356;40,387641498464;-3,743478275033;CT_114_047;CALLE DOCTOR URQUIOLA, 21
33580;Orgánica;O 800 CT;3;CARABANCHEL;VISTA ALEGRE;Carga Trasera;436896,948;4471048,356;40,387641498464;-3,743478275033;CT_114_047;CALLE DOCTOR URQUIOLA, 21
33581;Papel-Cartón;PC 3100 CS;1;LATINA;LUCERO;Carga Superior;436536,661;4473253,232;40,407476563963;-3,747942595182;CS_103_039;CALLE VILLASANDINO, 2
33582;Vidrio;V 3100 CS;1;LATINA;LUCERO;Carga Superior;436536,661;4473253,232;40,407476563963;-3,747942595182;CS_103_039;CALLE VILLASANDINO, 2
33583;Resto;R 800 CT;1;LATINA;LOS CARMENES;Carga Trasera;436951,143;4472779,271;40,403238422405;-3,743011186374;CT_101_091;CALLE RAMON AZORIN, 31
33584;PMB;E 800 CT;1;LATINA;LOS CARMENES;Carga Trasera;436951,143;4472779,271;40,403238422405;-3,743011186374;CT_101_091;CALLE RAMON AZORIN, 31
33585;Orgánica;O 800 CT;1;LATINA;LOS CARMENES;Carga Trasera;436951,143;4472779,271;40,403238422405;-3,743011186374;CT_101_091;CALLE RAMON AZORIN, 31
33586;PMB;E 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437068,454;4473104,401;40,406176203179;-3,741660969976;CT_102_153;CALLE HUERTA DE CASTAÑEDA, 25
33587;Resto;R 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437068,454;4473104,401;40,406176203179;-3,741660969976;CT_102_153;CALLE HUERTA DE CASTAÑEDA, 25
33588;Resto;R 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437068,454;4473104,401;40,406176203179;-3,741660969976;CT_102_153;CALLE HUERTA DE CASTAÑEDA, 25
33589;Resto;R 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437068,454;4473104,401;40,406176203179;-3,741660969976;CT_102_153;CALLE HUERTA DE CASTAÑEDA, 25
33590;Resto;R 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437068,454;4473104,401;40,406176203179;-3,741660969976;CT_102_153;CALLE HUERTA DE CASTAÑEDA, 25
33591;PMB;E 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437068,454;4473104,401;40,406176203179;-3,741660969976;CT_102_153;CALLE HUERTA DE CASTAÑEDA, 25
33592;PMB;E 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437068,454;4473104,401;40,406176203179;-3,741660969976;CT_102_153;CALLE HUERTA DE CASTAÑEDA, 25
33593;PMB;E 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437068,454;4473104,401;40,406176203179;-3,741660969976;CT_102_153;CALLE HUERTA DE CASTAÑEDA, 25
33594;Orgánica;O 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437068,454;4473104,401;40,406176203179;-3,741660969976;CT_102_153;CALLE HUERTA DE CASTAÑEDA, 25
33595;Orgánica;O 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437068,454;4473104,401;40,406176203179;-3,741660969976;CT_102_153;CALLE HUERTA DE CASTAÑEDA, 25
33596;Papel-Cartón;PC 3100 CS;1;FUENCARRAL-EL PARDO;PEÑAGRANDE;Carga Superior;437565,424;4481441,346;40,481315861595;-3,736623950017;CS_083_019;CALLE GABRIELA MISTRAL, 12
33597;Vidrio;V 3100 CS;1;FUENCARRAL-EL PARDO;PEÑAGRANDE;Carga Superior;437565,424;4481441,346;40,481315861595;-3,736623950017;CS_083_019;CALLE GABRIELA MISTRAL, 12
33598;Papel-Cartón;PC 3100 CS;3;CARABANCHEL;VISTA ALEGRE;Carga Superior;436793,814;4470741,89;40,384872900254;-3,744662893465;CS_114_061;CALLE JUANA UROSA, 15
33599;Vidrio;V 3100 CS;3;CARABANCHEL;VISTA ALEGRE;Carga Superior;436793,814;4470741,89;40,384872900254;-3,744662893465;CS_114_061;CALLE JUANA UROSA, 15
33600;Resto;R 800 CT;1;LATINA;LUCERO;Carga Trasera;436791,759;4472616,602;40,401760948774;-3,744873174072;CT_103_196;CALLE ALHAMBRA, 24
33601;PMB;E 800 CT;1;LATINA;LUCERO;Carga Trasera;436791,759;4472616,602;40,401760948774;-3,744873174072;CT_103_196;CALLE ALHAMBRA, 24
33602;Orgánica;O 800 CT;1;LATINA;LUCERO;Carga Trasera;436791,759;4472616,602;40,401760948774;-3,744873174072;CT_103_196;CALLE ALHAMBRA, 24
33603;PMB;E 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437429,758;4472898,195;40,404345845105;-3,737382992579;CT_102_083;CALLE SEPULVEDA, 18
33604;Resto;R 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437429,758;4472898,195;40,404345845105;-3,737382992579;CT_102_083;CALLE SEPULVEDA, 18
33605;Resto;R 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437429,758;4472898,195;40,404345845105;-3,737382992579;CT_102_083;CALLE SEPULVEDA, 18
33606;PMB;E 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437429,758;4472898,195;40,404345845105;-3,737382992579;CT_102_083;CALLE SEPULVEDA, 18
33607;Orgánica;O 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437429,758;4472898,195;40,404345845105;-3,737382992579;CT_102_083;CALLE SEPULVEDA, 18
33608;Resto;R 2750 CL;3;CARABANCHEL;VISTA ALEGRE;Carga Lateral;436710,927;4470612,857;40,383704222215;-3,745626529735;CL_114_029;CALLE NUESTRA SEÑORA DE LA LUZ, 27
33609;PMB;E 2750 CL;3;CARABANCHEL;VISTA ALEGRE;Carga Lateral;436710,927;4470612,857;40,383704222215;-3,745626529735;CL_114_029;CALLE NUESTRA SEÑORA DE LA LUZ, 27
33610;Orgánica;O 2750 CL;3;CARABANCHEL;VISTA ALEGRE;Carga Lateral;436710,927;4470612,857;40,383704222215;-3,745626529735;CL_114_029;CALLE NUESTRA SEÑORA DE LA LUZ, 27
33611;Resto;R 2750 CL;1;LATINA;LOS CARMENES;Carga Lateral;436920,916;4471869,812;40,395043344380;-3,743277264987;CL_101_023;GLORIETA LOS CARMENES, 1
33612;PMB;E 2750 CL;1;LATINA;LOS CARMENES;Carga Lateral;436920,916;4471869,812;40,395043344380;-3,743277264987;CL_101_023;GLORIETA LOS CARMENES, 1
33613;Orgánica;O 2750 CL;1;LATINA;LOS CARMENES;Carga Lateral;436920,916;4471869,812;40,395043344380;-3,743277264987;CL_101_023;GLORIETA LOS CARMENES, 1
33614;Resto;R 800 CT;1;LATINA;LUCERO;Carga Trasera;436940,999;4472923,152;40,404533793661;-3,743144975239;CT_103_158;CALLE SEPULVEDA, 81
33615;Resto;R 800 CT;1;LATINA;LUCERO;Carga Trasera;436940,999;4472923,152;40,404533793661;-3,743144975239;CT_103_158;CALLE SEPULVEDA, 81
33616;Resto;R 800 CT;1;LATINA;LUCERO;Carga Trasera;436940,999;4472923,152;40,404533793661;-3,743144975239;CT_103_158;CALLE SEPULVEDA, 81
33617;PMB;E 800 CT;1;LATINA;LUCERO;Carga Trasera;436940,999;4472923,152;40,404533793661;-3,743144975239;CT_103_158;CALLE SEPULVEDA, 81
33618;PMB;E 800 CT;1;LATINA;LUCERO;Carga Trasera;436940,999;4472923,152;40,404533793661;-3,743144975239;CT_103_158;CALLE SEPULVEDA, 81
33619;Orgánica;O 800 CT;1;LATINA;LUCERO;Carga Trasera;436940,999;4472923,152;40,404533793661;-3,743144975239;CT_103_158;CALLE SEPULVEDA, 81
33620;Resto;R 2750 CL;3;CARABANCHEL;VISTA ALEGRE;Carga Lateral;436923,514;4470631,586;40,383889062294;-3,743124036164;CL_114_060;CALLE EL ESPINAR, 43
33621;PMB;E 2750 CL;3;CARABANCHEL;VISTA ALEGRE;Carga Lateral;436923,514;4470631,586;40,383889062294;-3,743124036164;CL_114_060;CALLE EL ESPINAR, 43
33622;Orgánica;O 2750 CL;3;CARABANCHEL;VISTA ALEGRE;Carga Lateral;436923,514;4470631,586;40,383889062294;-3,743124036164;CL_114_060;CALLE EL ESPINAR, 43
33623;PMB;E 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437141,346;4473157,001;40,406655552474;-3,740807186442;CT_102_092;CALLE BARRIONUEVO, 7
33624;Resto;R 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437141,346;4473157,001;40,406655552474;-3,740807186442;CT_102_092;CALLE BARRIONUEVO, 7
33625;Resto;R 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437141,346;4473157,001;40,406655552474;-3,740807186442;CT_102_092;CALLE BARRIONUEVO, 7
33626;PMB;E 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437141,346;4473157,001;40,406655552474;-3,740807186442;CT_102_092;CALLE BARRIONUEVO, 7
33627;Orgánica;O 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437141,346;4473157,001;40,406655552474;-3,740807186442;CT_102_092;CALLE BARRIONUEVO, 7
33628;Resto;R 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437634,574;4473564,932;40,410367461733;-3,735034788138;CT_102_105;CALLE GRANDEZA ESPAÑOLA, 98
33629;PMB;E 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437634,574;4473564,932;40,410367461733;-3,735034788138;CT_102_105;CALLE GRANDEZA ESPAÑOLA, 98
33630;Orgánica;O 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437634,574;4473564,932;40,410367461733;-3,735034788138;CT_102_105;CALLE GRANDEZA ESPAÑOLA, 98
33631;Resto;R 2750 CL;3;CARABANCHEL;PUERTA BONITA;Carga Lateral;436682,172;4469926,507;40,377519092269;-3,745897076073;CL_115_067;CALLE RODRIGUEZ LAZARO, 18
33632;PMB;E 2750 CL;3;CARABANCHEL;PUERTA BONITA;Carga Lateral;436682,172;4469926,507;40,377519092269;-3,745897076073;CL_115_067;CALLE RODRIGUEZ LAZARO, 18
33633;Orgánica;O 2750 CL;3;CARABANCHEL;PUERTA BONITA;Carga Lateral;436682,172;4469926,507;40,377519092269;-3,745897076073;CL_115_067;CALLE RODRIGUEZ LAZARO, 18
33634;Resto;R 2750 CL;3;CARABANCHEL;PUERTA BONITA;Carga Lateral;437054,054;4469675,146;40,375282888741;-3,741491754323;CL_115_061;CALLE REAL MADRID, 20
33635;PMB;E 2750 CL;3;CARABANCHEL;PUERTA BONITA;Carga Lateral;437054,054;4469675,146;40,375282888741;-3,741491754323;CL_115_061;CALLE REAL MADRID, 20
33636;Orgánica;O 2750 CL;3;CARABANCHEL;PUERTA BONITA;Carga Lateral;437054,054;4469675,146;40,375282888741;-3,741491754323;CL_115_061;CALLE REAL MADRID, 20
33637;Papel-Cartón;PC 3100 CS;1;LATINA;LUCERO;Carga Superior;436405,203;4473286,727;40,407768268377;-3,749495105589;CS_103_022;CALLE VILLAMANIN, 7
33638;Vidrio;V 3100 CS ABATIBLE;1;LATINA;LUCERO;Carga Superior Abatible;436405,203;4473286,727;40,407768268377;-3,749495105589;CS_103_022;CALLE VILLAMANIN, 7
33639;Vidrio;V 3100 CS;3;CARABANCHEL;BUENAVISTA;Carga Superior;436535,683;4469155,199;40,370559659619;-3,747545816736;CS_116_078;CALLE ISABEL PATACON, 6
33640;Resto;R 2750 CL;1;LATINA;LOS CARMENES;Carga Lateral;436854,684;4472220,52;40,398197651260;-3,744092411588;CL_101_027;CALLE ALHAMBRA, 60
33641;PMB;E 2750 CL;1;LATINA;LOS CARMENES;Carga Lateral;436854,684;4472220,52;40,398197651260;-3,744092411588;CL_101_027;CALLE ALHAMBRA, 60
33642;Orgánica;O 2750 CL;1;LATINA;LOS CARMENES;Carga Lateral;436854,684;4472220,52;40,398197651260;-3,744092411588;CL_101_027;CALLE ALHAMBRA, 60
33643;PMB;E 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437612,639;4473252,212;40,407548704645;-3,735262632936;CT_102_271;PASEO JESUITAS, 77
33644;Resto;R 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437612,639;4473252,212;40,407548704645;-3,735262632936;CT_102_271;PASEO JESUITAS, 77
33645;Resto;R 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437612,639;4473252,212;40,407548704645;-3,735262632936;CT_102_271;PASEO JESUITAS, 77
33646;Resto;R 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437612,639;4473252,212;40,407548704645;-3,735262632936;CT_102_271;PASEO JESUITAS, 77
33647;Resto;R 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437612,639;4473252,212;40,407548704645;-3,735262632936;CT_102_271;PASEO JESUITAS, 77
33648;PMB;E 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437612,639;4473252,212;40,407548704645;-3,735262632936;CT_102_271;PASEO JESUITAS, 77
33649;PMB;E 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437612,639;4473252,212;40,407548704645;-3,735262632936;CT_102_271;PASEO JESUITAS, 77
33650;Orgánica;O 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437612,639;4473252,212;40,407548704645;-3,735262632936;CT_102_271;PASEO JESUITAS, 77
33651;Orgánica;O 800 CT;1;LATINA;PUERTA DEL ANGEL;Carga Trasera;437612,639;4473252,212;40,407548704645;-3,735262632936;CT_102_271;PASEO JESUITAS, 77
33652;Resto;R 2750 CL;3;CARABANCHEL;PUERTA BONITA;Carga Lateral;437091,371;4469728,897;40,375769920105;-3,741057506693;CL_115_060;CALLE REAL BETIS, 42
33653;PMB;E 2750 CL;3;CARABANCHEL;PUERTA BONITA;Carga Lateral;437091,371;4469728,897;40,375769920105;-3,741057506693;CL_115_060;CALLE REAL BETIS, 42
33654;Orgánica;O 2750 CL;3;CARABANCHEL;PUERTA BONITA;Carga Lateral;437091,371;4469728,897;40,375769920105;-3,741057506693;CL_115_060;CALLE REAL BETIS, 42
33655;Resto;R 2750 CL;3;CARABANCHEL;PUERTA BONITA;Carga Lateral;436987,382;4469492,641;40,373633761524;-3,742259034735;CL_115_001;CALLE ALISEDA, 45
33656;Resto;R 2750 CL;3;CARABANCHEL;PUERTA BONITA;Carga Lateral;436987,382;4469492,641;40,373633761524;-3,742259034735;CL_115_001;CALLE ALISEDA, 45
33657;PMB;E 2750 CL;3;CARABANCHEL;PUERTA BONITA;Carga Lateral;436987,382;4469492,641;40,373633761524;-3,742259034735;CL_115_001;CALLE ALISEDA, 45
33658;Orgánica;O 2750 CL;3;CARABANCHEL;PUERTA BONITA;Carga Lateral;436987,382;4469492,641;40,373633761524;-3,742259034735;CL_115_001;CALLE ALISEDA, 45
33659;Resto;R 2750 CL;3;CARABANCHEL;VISTA ALEGRE;Carga Lateral;437163,99;4470785,715;40,385295696053;-3,740306338064;CL_114_005;PASEO MARCELINO CAMACHO, 9
33660;PMB;E 2750 CL;3;CARABANCHEL;VISTA ALEGRE;Carga Lateral;437163,99;4470785,715;40,385295696053;-3,740306338064;CL_114_005;PASEO MARCELINO CAMACHO, 9
33661;Orgánica;O 2750 CL;3;CARABANCHEL;VISTA ALEGRE;Carga Lateral;437163,99;4470785,715;40,385295696053;-3,740306338064;CL_114_005;PASEO MARCELINO CAMACHO, 9
33662;Papel-Cartón;PC 3100 CS;3;CARABANCHEL;VISTA ALEGRE;Carga Superior;437210,627;4470866,428;40,386026311002;-3,739764879705;CS_114_096;AVENIDA PLAZA DE TOROS, 17
33663;Vidrio;V 3100 CS;3;CARABANCHEL;VISTA ALEGRE;Carga Superior;437210,627;4470866,428;40,386026311002;-3,739764879705;CS_114_096;AVENIDA PLAZA DE TOROS, 17
33664;Papel-Cartón;PC 3100 CS;3;CARABANCHEL;VISTA ALEGRE;Carga Superior;437017,623;4471280,11;40,389738372214;-3,742079513827;CS_114_087;CALLE LAGUNA, 103
33665;Vidrio;V 3100 CS;3;CARABANCHEL;VISTA ALEGRE;Carga Superior;437017,623;4471280,11;40,389738372214;-3,742079513827;CS_114_087;CALLE LAGUNA, 103
33666;Papel-Cartón;PC 3100 CS;1;LATINA;LUCERO;Carga Superior;436475,423;4472452,485;40,400258442773;-3,748584335975;CS_103_011;CALLE CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, 134
33667;Papel-Cartón;PC 3100 CS;1;LATINA;LUCERO;Carga Superior;436475,423;4472452,485;40,400258442773;-3,748584335975;CS_103_011;CALLE CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, 134
33668;Vidrio;V 3100 CS;1;LATINA;LUCERO;Carga Superior;436475,423;4472452,485;40,400258442773;-3,748584335975;CS_103_011;CALLE CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, 134
33669;Vidrio;V 3100 CS;1;LATINA;LUCERO;Carga Superior;436475,423;4472452,485;40,400258442773;-3,748584335975;CS_103_011;CALLE CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, 134
33670;Papel-Cartón;PC 3100 CS;3;CARABANCHEL;VISTA ALEGRE;Carga Superior;436903,406;4470539,945;40,383061996926;-3,743351840832;CS_114_012;CALLE NUESTRA SEÑORA DE LA LUZ, 13
